ID,ClassificationID,ClassificationCode,Classification,Position
3376,36.0,JCB_S,Jacobs PAA Salary,Assistant Tunnel Engineer
3377,36.0,JCB_S,Jacobs PAA Salary,Fascia Panels/Portal Walls
3378,36.0,JCB_S,Jacobs PAA Salary,Housing Allowance
3379,36.0,JCB_S,Jacobs PAA Salary,Housing Allowance
3380,36.0,JCB_S,Jacobs PAA Salary,Housing Allowance
3381,36.0,JCB_S,Jacobs PAA Salary,
3382,,,,Housing Allowance
3383,,,,Housing Allowance
3384,,,,Housing Allowance
3385,,,,Housing Allowance
3386,,,,Housing Allowance
3387,,,,Housing Allowance
3388,,,,Housing Allowance
3389,,,,Housing Allowance
3390,36.0,JCB_S,Jacobs PAA Salary,Housing Allowance
3391,,,,Housing Allowance
3392,,,,Housing Allowance
3393,,,,Housing Allowance
3394,,,,Housing Allowance
3395,,,,Housing Allowance
3396,,,,Housing Allowance
3397,36.0,JCB_S,Jacobs PAA Salary,Modeller
3398,35.0,ARC_S,Acradis PAA Salary,Environmental Scientist
3399,35.0,ARC_S,Acradis PAA Salary,Undergraduate Infrastructure Engineer
3400,35.0,ARC_S,Acradis PAA Salary,Civil Engineer
3401,35.0,ARC_S,Acradis PAA Salary,Drafter
3402,35.0,ARC_S,Acradis PAA Salary,Structural Engineer
3403,36.0,JCB_S,Jacobs PAA Salary,BIM Coordinator
3404,36.0,JCB_S,Jacobs PAA Salary,Reconciliation and Indigenous Inclusion support
3405,36.0,JCB_S,Jacobs PAA Salary,Geotechnical Engineer
3406,35.0,ARC_S,Acradis PAA Salary,MOC
3407,38.0,ARC_G,Arcadis GEC,CAD Technician
3408,38.0,ARC_G,Arcadis GEC,Senior BIM Modeller - Electrical
3409,36.0,JCB_S,Jacobs PAA Salary,Senior Bridge Engineer
3410,38.0,ARC_G,Arcadis GEC,BIM Modeller
3411,38.0,ARC_G,Arcadis GEC,BIM Modeller
3412,35.0,ARC_S,Acradis PAA Salary,Roads Delivery manager
3413,38.0,ARC_G,Arcadis GEC,BIM Modeller
3414,38.0,ARC_G,Arcadis GEC,Senior BIM Modeler
3415,,,,Housing Allowance
3416,,,,Housing Allowance
3417,,,,Housing Allowance
3418,,,,Housing Allowance
3419,,,,Housing Allowance
3420,36.0,JCB_S,Jacobs PAA Salary,Civil Drafter
3422,35.0,ARC_S,Acradis PAA Salary,Pavement engineer
3423,35.0,ARC_S,Acradis PAA Salary,Design Coordinator
3424,35.0,ARC_S,Acradis PAA Salary,Graduate Mechanical Engineer
3425,35.0,ARC_S,Acradis PAA Salary,Fire Services lead POD 2
3426,35.0,ARC_S,Acradis PAA Salary,Electrical Services Lead
3427,36.0,JCB_S,Jacobs PAA Salary,Technical Direction and Review
3428,36.0,JCB_S,Jacobs PAA Salary,Geometric Design Reviewer
3429,36.0,JCB_S,Jacobs PAA Salary,HSE Manager
3430,36.0,JCB_S,Jacobs PAA Salary,BIM Lead â€“ Miscellaneous Structures
3431,36.0,JCB_S,Jacobs PAA Salary,
3432,36.0,JCB_S,Jacobs PAA Salary,
3433,36.0,JCB_S,Jacobs PAA Salary,
3434,36.0,JCB_S,Jacobs PAA Salary,
3435,36.0,JCB_S,Jacobs PAA Salary,
3436,36.0,JCB_S,Jacobs PAA Salary,
3437,36.0,JCB_S,Jacobs PAA Salary,
3438,36.0,JCB_S,Jacobs PAA Salary,
3439,36.0,JCB_S,Jacobs PAA Salary,
3440,35.0,ARC_S,Acradis PAA Salary,TCS Designer
3441,36.0,JCB_S,Jacobs PAA Salary,Groundwater modeller
3442,36.0,JCB_S,Jacobs PAA Salary,
3443,35.0,ARC_S,Acradis PAA Salary,Electrical Engineer
3444,35.0,ARC_S,Acradis PAA Salary,Traffic Staging Package Lead
3445,36.0,JCB_S,Jacobs PAA Salary,Pavement Engineer
3446,36.0,JCB_S,Jacobs PAA Salary,ITS and TCS IV
3447,36.0,JCB_S,Jacobs PAA Salary,Geotechnical Engineer
3448,36.0,JCB_S,Jacobs PAA Salary,
3449,36.0,JCB_S,Jacobs PAA Salary,TCS Designer
3450,35.0,ARC_S,Acradis PAA Salary,Drainage Delivery Manager
3451,35.0,ARC_S,Acradis PAA Salary,Research team
3452,36.0,JCB_S,Jacobs PAA Salary,
3453,36.0,JCB_S,Jacobs PAA Salary,
3454,36.0,JCB_S,Jacobs PAA Salary,
3455,36.0,JCB_S,Jacobs PAA Salary,
3456,38.0,ARC_G,Arcadis GEC,
3457,38.0,ARC_G,Arcadis GEC,Hydraulics Engineer
3458,36.0,JCB_S,Jacobs PAA Salary,
3459,38.0,ARC_G,Arcadis GEC,
3460,36.0,JCB_S,Jacobs PAA Salary,
3461,36.0,JCB_S,Jacobs PAA Salary,
3462,36.0,JCB_S,Jacobs PAA Salary,
3463,36.0,JCB_S,Jacobs PAA Salary,
3464,38.0,ARC_G,Arcadis GEC,
3465,36.0,JCB_S,Jacobs PAA Salary,Mechanical Discipline Lead
3466,36.0,JCB_S,Jacobs PAA Salary,Senior Security Consultant
3467,36.0,JCB_S,Jacobs PAA Salary,ELECTRICAL ENGINEER
3468,36.0,JCB_S,Jacobs PAA Salary,Fire Protection Engineer
3469,36.0,JCB_S,Jacobs PAA Salary,
3470,35.0,ARC_S,Acradis PAA Salary,Electrical Engineer
3471,,,,
3472,36.0,JCB_S,Jacobs PAA Salary,Mechanical HVAC Designer/ MEPF BIM Modeler
3473,36.0,JCB_S,Jacobs PAA Salary,Surface ITS Engineer
3474,38.0,ARC_G,Arcadis GEC,BIM Coordinator
3475,38.0,ARC_G,Arcadis GEC,Senior Engineer
3476,38.0,ARC_G,Arcadis GEC,Electrical Engineer
3477,38.0,ARC_G,Arcadis GEC,Hydraulics
3478,38.0,ARC_G,Arcadis GEC,Senior BIM Modeller
3479,38.0,ARC_G,Arcadis GEC,Cad Technician
3480,38.0,ARC_G,Arcadis GEC,CAD Technician
3481,35.0,ARC_S,Acradis PAA Salary,SENIOR CIVIL CAD DRAFTER
3482,35.0,ARC_S,Acradis PAA Salary,Document Control/Project Admin
3483,35.0,ARC_S,Acradis PAA Salary,Flood Modeller
3484,38.0,ARC_G,Arcadis GEC,Structural Engineer
3485,36.0,JCB_S,Jacobs PAA Salary,ITS Drafter
3486,36.0,JCB_S,Jacobs PAA Salary,Senior Bridge Modeller
3487,36.0,JCB_S,Jacobs PAA Salary,
3488,36.0,JCB_S,Jacobs PAA Salary,Pavement Drafting
3489,36.0,JCB_S,Jacobs PAA Salary,Technical Director - Contaminated Land
3491,35.0,ARC_S,Acradis PAA Salary,Director
3492,38.0,ARC_G,Arcadis GEC,Civil Engineer
3493,35.0,ARC_S,Acradis PAA Salary,Geospatial Consultant
3494,38.0,ARC_G,Arcadis GEC,Senior GIS Consultant
3495,35.0,ARC_S,Acradis PAA Salary,GIS Lead
3496,35.0,ARC_S,Acradis PAA Salary,Design Package Lead - Shaft
3497,36.0,JCB_S,Jacobs PAA Salary,Furniture Design Engineer
3498,36.0,JCB_S,Jacobs PAA Salary,Geotechnical Reviewer
3499,36.0,JCB_S,Jacobs PAA Salary,Senior CEC Security Consultant
3500,38.0,ARC_G,Arcadis GEC,Drafter
3501,38.0,ARC_G,Arcadis GEC,Drafter
3502,38.0,ARC_G,Arcadis GEC,CAD Technician
3503,38.0,ARC_G,Arcadis GEC,Electrical Engineer
3504,38.0,ARC_G,Arcadis GEC,CAD Technician
3505,36.0,JCB_S,Jacobs PAA Salary,Cost Controller 
3506,36.0,JCB_S,Jacobs PAA Salary,Geotechnical Engineer
3507,35.0,ARC_S,Acradis PAA Salary,Lead Modeller
3508,35.0,ARC_S,Acradis PAA Salary,Draftsperson
3509,35.0,ARC_S,Acradis PAA Salary,Temporary work modelling
3510,35.0,ARC_S,Acradis PAA Salary,BIM Lead SME
3511,38.0,ARC_G,Arcadis GEC,Design Engineer
3512,35.0,ARC_S,Acradis PAA Salary,Structural engineer
3513,36.0,JCB_S,Jacobs PAA Salary,Indigenous Design Lead
3514,36.0,JCB_S,Jacobs PAA Salary,
3515,37.0,ARC-C,Arcadis Contractor,
3516,36.0,JCB_S,Jacobs PAA Salary,Geotechnical Consultant
3517,35.0,ARC_S,Acradis PAA Salary,Lighting Engineer
3518,35.0,ARC_S,Acradis PAA Salary,Environmental Consultant
3519,38.0,ARC_G,Arcadis GEC,Drafter
3520,35.0,ARC_S,Acradis PAA Salary,Structural Modeller/ Drafter
3521,36.0,JCB_S,Jacobs PAA Salary,Senior Drafting & CADD Lead
3522,36.0,JCB_S,Jacobs PAA Salary,Sub-Consultant 
3523,36.0,JCB_S,Jacobs PAA Salary, Hydrogeologist
3524,36.0,JCB_S,Jacobs PAA Salary,
3525,36.0,JCB_S,Jacobs PAA Salary,
3526,36.0,JCB_S,Jacobs PAA Salary,
3527,,,,
3529,,,,
3530,35.0,ARC_S,Acradis PAA Salary,Checker/IV
3531,,,,
3532,,,,
3533,35.0,ARC_S,Acradis PAA Salary,Drafter/ Modeller
3534,35.0,ARC_S,Acradis PAA Salary,Senior Structural Technician
3535,35.0,ARC_S,Acradis PAA Salary,Roads and Civil Engineer
3536,35.0,ARC_S,Acradis PAA Salary,Civil CAD Manager
3537,35.0,ARC_S,Acradis PAA Salary,Civil ITS drafter
3538,36.0,JCB_S,Jacobs PAA Salary,Modeler
3539,36.0,JCB_S,Jacobs PAA Salary,Design Delivery Assistant and Tunnels Engineer res
3540,36.0,JCB_S,Jacobs PAA Salary,Senior Associate Engineering Geologist
3541,35.0,ARC_S,Acradis PAA Salary,Internal Lead Verifier (Structures)
3542,36.0,JCB_S,Jacobs PAA Salary,Cadet Civil Design Technician
3543,36.0,JCB_S,Jacobs PAA Salary,Graduate of Architecture -Parametric Design Leader
3544,36.0,JCB_S,Jacobs PAA Salary,Associate Civil Engineer
3545,38.0,ARC_G,Arcadis GEC,BIM Modeller
3546,35.0,ARC_S,Acradis PAA Salary,Digital Engineer
3547,35.0,ARC_S,Acradis PAA Salary,Digital Engineer
3548,38.0,ARC_G,Arcadis GEC,Road Designer
3549,38.0,ARC_G,Arcadis GEC,Drainage BIM Support
3550,38.0,ARC_G,Arcadis GEC,Civil Structures Engineer
3552,35.0,ARC_S,Acradis PAA Salary,Road Designer
3553,35.0,ARC_S,Acradis PAA Salary,Utilities
3554,,,,WHS Manager â€“ AU
3555,36.0,JCB_S,Jacobs PAA Salary,Senior Assistant Bridge Engineer 
3556,36.0,JCB_S,Jacobs PAA Salary,Structural Engineering
3557,36.0,JCB_S,Jacobs PAA Salary,Senior CAD Technician - Rail
3558,36.0,JCB_S,Jacobs PAA Salary,
3559,36.0,JCB_S,Jacobs PAA Salary,Revit modeler
3560,36.0,JCB_S,Jacobs PAA Salary,BIM MODLER
3561,36.0,JCB_S,Jacobs PAA Salary,Strucure Engineer
3562,36.0,JCB_S,Jacobs PAA Salary,Revit Modeler
3563,38.0,ARC_G,Arcadis GEC,
3564,38.0,ARC_G,Arcadis GEC,
3565,36.0,JCB_S,Jacobs PAA Salary,Principal Structural Engineer
3566,36.0,JCB_S,Jacobs PAA Salary,Principal Structural Engineer - Buildings
3567,36.0,JCB_S,Jacobs PAA Salary, Hydrogeologist
3568,36.0,JCB_S,Jacobs PAA Salary,Housing Allowance
3569,35.0,ARC_S,Acradis PAA Salary,Civil Engineer
3570,36.0,JCB_S,Jacobs PAA Salary,SME
3571,36.0,JCB_S,Jacobs PAA Salary,
3572,35.0,ARC_S,Acradis PAA Salary,Graduate Structural Engineer
3573,36.0,JCB_S,Jacobs PAA Salary,Principal Civil Engineer
3574,36.0,JCB_S,Jacobs PAA Salary,SME
3575,38.0,ARC_G,Arcadis GEC,Engineer
3576,36.0,JCB_S,Jacobs PAA Salary,Lighting and Electrical Engineer (Surface)
3577,36.0,JCB_S,Jacobs PAA Salary,Designer
3578,36.0,JCB_S,Jacobs PAA Salary,SME
3579,35.0,ARC_S,Acradis PAA Salary,Drafter
3580,35.0,ARC_S,Acradis PAA Salary,Signs and Lines Design Coordinator
3581,35.0,ARC_S,Acradis PAA Salary,Drainage engineer
3582,35.0,ARC_S,Acradis PAA Salary,Internal Verification / Checker
3583,35.0,ARC_S,Acradis PAA Salary,STNP Building Structrues
3584,38.0,ARC_G,Arcadis GEC,Senior Bim Modeller
3585,35.0,ARC_S,Acradis PAA Salary,Planning Manager
3586,35.0,ARC_S,Acradis PAA Salary,Civil Drafter
3587,38.0,ARC_G,Arcadis GEC,Geotechnical Engineer
3588,36.0,JCB_S,Jacobs PAA Salary,Senior Civil Engineer
3589,36.0,JCB_S,Jacobs PAA Salary,Design Engineer
3590,36.0,JCB_S,Jacobs PAA Salary,Engineer
3591,36.0,JCB_S,Jacobs PAA Salary,Lead Revit modeler and Technician
3592,36.0,JCB_S,Jacobs PAA Salary,BIM Modeller
3593,36.0,JCB_S,Jacobs PAA Salary,Structural Engineer
3594,36.0,JCB_S,Jacobs PAA Salary,Verifier
3595,,,,Geotechnical Engineer
3596,36.0,JCB_S,Jacobs PAA Salary,Structural Engineer
3597,,,,BIM Modeller
3598,36.0,JCB_S,Jacobs PAA Salary,Structural Engineer
3599,,,,BIM Modeller
3600,,,,Pavement Engineer/ Drafter
3601,,,,Engineer
3602,,,,Pavement Engineer/Drafter
3603,36.0,JCB_S,Jacobs PAA Salary,ITS Drafter
3604,36.0,JCB_S,Jacobs PAA Salary,BIM Modeler /  Drafter
3605,36.0,JCB_S,Jacobs PAA Salary,Civil Engineer
3606,,,,Buildings Structure Engineer
3607,36.0,JCB_S,Jacobs PAA Salary,Bridge-Technician
3608,38.0,ARC_G,Arcadis GEC,BIM Coordinator
3609,35.0,ARC_S,Acradis PAA Salary,Projcect Manager GEC
3610,38.0,ARC_G,Arcadis GEC,Package Lead
3611,35.0,ARC_S,Acradis PAA Salary,Senior Structural Engineer
3612,35.0,ARC_S,Acradis PAA Salary,Drainage Engineer
3613,,,,Civil CAD Drafter
3614,35.0,ARC_S,Acradis PAA Salary,Principal Engineer
3615,35.0,ARC_S,Acradis PAA Salary,Engineer
3616,35.0,ARC_S,Acradis PAA Salary,Structural Modeller
3617,35.0,ARC_S,Acradis PAA Salary,Structural Drafter
3618,35.0,ARC_S,Acradis PAA Salary,Senior Modeller
3619,35.0,ARC_S,Acradis PAA Salary,Engineer
3620,35.0,ARC_S,Acradis PAA Salary,Structural Drafter
3621,36.0,JCB_S,Jacobs PAA Salary,BIM MODELER
3622,36.0,JCB_S,Jacobs PAA Salary,Geotechnical Reviewer
3623,36.0,JCB_S,Jacobs PAA Salary,Senior Engineer
3624,36.0,JCB_S,Jacobs PAA Salary,Designer
3625,35.0,ARC_S,Acradis PAA Salary,Projectwide Design Manager
3626,,,,Cad Technician - Civil
3627,,,,Structural Engineer
3628,35.0,ARC_S,Acradis PAA Salary,QS
3629,,,,Cad Technician
3630,35.0,ARC_S,Acradis PAA Salary,Designer
3631,35.0,ARC_S,Acradis PAA Salary,Geotechnical Reviewer
3632,36.0,JCB_S,Jacobs PAA Salary,Engineer/checker
3633,35.0,ARC_S,Acradis PAA Salary,Lighting engineer
3634,35.0,ARC_S,Acradis PAA Salary,Senior Cost Manager
3635,,,,BIM Modeler
3636,38.0,ARC_G,Arcadis GEC,BIM Modeler
3637,38.0,ARC_G,Arcadis GEC,BIM Modeller
3638,36.0,JCB_S,Jacobs PAA Salary,Structural Modeller
3639,36.0,JCB_S,Jacobs PAA Salary,Project Controls
3640,35.0,ARC_S,Acradis PAA Salary,Cost Manager - Quantification
3641,35.0,ARC_S,Acradis PAA Salary,Assistant Cost Manager
3642,35.0,ARC_S,Acradis PAA Salary,Cost Manager
3643,35.0,ARC_S,Acradis PAA Salary,
3644,35.0,ARC_S,Acradis PAA Salary,
3645,35.0,ARC_S,Acradis PAA Salary,Document Controller
3646,36.0,JCB_S,Jacobs PAA Salary,Digital Engineering Manager
3647,,,,Power BI Support
3648,35.0,ARC_S,Acradis PAA Salary,Principal Technician
3649,36.0,JCB_S,Jacobs PAA Salary,
3650,35.0,ARC_S,Acradis PAA Salary,Senior Engineer
3651,36.0,JCB_S,Jacobs PAA Salary,Landscape Architecture Independent Verifier
3652,36.0,JCB_S,Jacobs PAA Salary,Drafter
3653,,,,DRAFTER / BIM MODELLER
3654,,,,Data Engineer
3655,17.0,P23,Experienced drafter/modeller,TBC - Lighting Modeler (P23)
3656,11.0,P8a,Engineer 2,Lighting Designer (P8a)
3657,,,,Senior BIM Modeler
3659,,,,Utilities Designer
3660,35.0,ARC_S,Acradis PAA Salary,Environmental Consultant
3661,35.0,ARC_S,Acradis PAA Salary,Associate Director - Cost & Commercial Management
3662,,,,Drainage Engineer (Digital Engineering Support)
3663,36.0,JCB_S,Jacobs PAA Salary,Revit modeller 
3664,36.0,JCB_S,Jacobs PAA Salary,Operations Coordinator
3665,35.0,ARC_S,Acradis PAA Salary,CPS (Technical Director)
3666,35.0,ARC_S,Acradis PAA Salary,Design Management
3667,36.0,JCB_S,Jacobs PAA Salary,modeler/drafter
3668,36.0,JCB_S,Jacobs PAA Salary,Commercial & Project Management
3669,36.0,JCB_S,Jacobs PAA Salary,Tunnel Engineer
3670,,,,Housing Allowance
3671,36.0,JCB_S,Jacobs PAA Salary,Environmental management - Contamination
3672,36.0,JCB_S,Jacobs PAA Salary,Revit Modeller / Drafting
3673,36.0,JCB_S,Jacobs PAA Salary,Engineer - Temporary Traffic Management 
3674,35.0,ARC_S,Acradis PAA Salary,Environmental Scientist
3675,35.0,ARC_S,Acradis PAA Salary,Commercial Advisor
3676,36.0,JCB_S,Jacobs PAA Salary,Civil Engineer - SIgns and Pavement Marking
3677,36.0,JCB_S,Jacobs PAA Salary,Geotechnical Engineer
3678,36.0,JCB_S,Jacobs PAA Salary,Senior Associate Climate Response
3679,36.0,JCB_S,Jacobs PAA Salary,Verifier (Contaminated Land)
3680,,,,Lead Cad Technician
3681,,,,Revit Modeler and Drafter
3682,36.0,JCB_S,Jacobs PAA Salary,Process Engineer - Air Quality
3683,36.0,JCB_S,Jacobs PAA Salary,Geotechnical Numerical Modelling Advisor
3684,35.0,ARC_S,Acradis PAA Salary,Geotechnical Engineer
3685,36.0,JCB_S,Jacobs PAA Salary,Mechanical Verifier
3686,35.0,ARC_S,Acradis PAA Salary,Technical Review
3687,36.0,JCB_S,Jacobs PAA Salary,Geotechnical Engineer 
3688,,,,Revit Modeler
3689,36.0,JCB_S,Jacobs PAA Salary,Senior Bridge Drafter
3690,,,,Civil Engineer
3691,,,,BIM Modeler
3692,35.0,ARC_S,Acradis PAA Salary,Civil Designer
3693,35.0,ARC_S,Acradis PAA Salary,Street and Feature Lighting
3694,35.0,ARC_S,Acradis PAA Salary,CAD
3695,35.0,ARC_S,Acradis PAA Salary,Principle BIM Modeller
3696,,,,Modeler/Drafter
3697,35.0,ARC_S,Acradis PAA Salary,Drafting/Modelling
3698,,,,Civil Engineer
3699,,,,
3700,36.0,JCB_S,Jacobs PAA Salary,Graduate Architect
3701,36.0,JCB_S,Jacobs PAA Salary,Structural engineer
3702,35.0,ARC_S,Acradis PAA Salary,
3703,36.0,JCB_S,Jacobs PAA Salary,Climate change technical reviewer
3704,36.0,JCB_S,Jacobs PAA Salary,Groundwater support
3705,,,,Tunnel Engineer
3706,,,,Admin
3707,,,,Civil Drafter
3708,35.0,ARC_S,Acradis PAA Salary,Travel Coordinator
3709,35.0,ARC_S,Acradis PAA Salary,Senior Lighting Engineer
3710,35.0,ARC_S,Acradis PAA Salary,Verifier
3711,,,,Reviewer
3712,,,,BIM Lead - Below Ground
3713,36.0,JCB_S,Jacobs PAA Salary,Risk Assesor
3714,36.0,JCB_S,Jacobs PAA Salary,Engineer
3715,,,,Human Health and Ecological Risk Assessment Suppor
3716,,,,Bridge Engineer
3717,,,,Geospatial Consultant
3718,,,,Human health risk assessor
3719,,,,Drainage Package Lead Support
3720,,,,CPS Project Manager
3721,,,,Project Resourcing
3722,,,,
3723,,,,Principal Structural Designer
3724,,,,Civil Structures Engineer
3725,,,,Senior Document Controller
3726,36.0,JCB_S,Jacobs PAA Salary,Senior Bridge Drafter
3727,,,,Independent Verification Checker
3728,,,,CAD Technician
3729,,,,Geotechnical Engineer
3730,,,,Safety in Design
3731,,,,Geotechnical
3732,,,,BIM Modeler
3733,,,,Cut and Cover Fit Out Engineer 
3734,,,,Architect
