ID,ClassificationID,ClassificationCode,Classification,Discipline,Position
3381,36.0,JCB_S,Jacobs PAA Salary,,
3382,,,,,Housing Allowance
3383,,,,,Housing Allowance
3384,,,,,Housing Allowance
3385,,,,,Housing Allowance
3386,,,,,Housing Allowance
3387,,,,,Housing Allowance
3388,,,,,Housing Allowance
3389,,,,,Housing Allowance
3390,36.0,JCB_S,Jacobs PAA Salary,,Housing Allowance
3391,,,,,Housing Allowance
3392,,,,,Housing Allowance
3393,,,,,Housing Allowance
3394,,,,,Housing Allowance
3395,,,,,Housing Allowance
3396,,,,,Housing Allowance
3397,36.0,JCB_S,Jacobs PAA Salary,Utilities,Modeller
3398,35.0,ARC_S,Acradis PAA Salary,Environment,Environmental Scientist
3399,35.0,ARC_S,Acradis PAA Salary,Design Management,Undergraduate Infrastructure Engineer
3400,35.0,ARC_S,Acradis PAA Salary,Structures,Civil Engineer
3401,35.0,ARC_S,Acradis PAA Salary,Drafting,Drafter
3402,35.0,ARC_S,Acradis PAA Salary,Structures,Structural Engineer
3403,36.0,JCB_S,Jacobs PAA Salary,Tunnels,BIM Coordinator
3404,36.0,JCB_S,Jacobs PAA Salary,Project Management,Reconciliation and Indigenous Inclusion support
3405,36.0,JCB_S,Jacobs PAA Salary,Tunnels,Geotechnical Engineer
3406,35.0,ARC_S,Acradis PAA Salary,Road Civil,MOC
3407,38.0,ARC_G,Arcadis GEC,Drafting,CAD Technician
3408,38.0,ARC_G,Arcadis GEC,Buildings,Senior BIM Modeller - Electrical
3409,36.0,JCB_S,Jacobs PAA Salary,Structures,Senior Bridge Engineer
3410,38.0,ARC_G,Arcadis GEC,Drafting,BIM Modeller
3411,38.0,ARC_G,Arcadis GEC,Cut &amp; Covers,BIM Modeller
3412,35.0,ARC_S,Acradis PAA Salary,Road Civil,Roads Delivery manager
3413,38.0,ARC_G,Arcadis GEC,Utilities,BIM Modeller
3414,38.0,ARC_G,Arcadis GEC,In-tunnel Structures,Senior BIM Modeler
3415,,,,,Housing Allowance
3416,,,,,Housing Allowance
3417,,,,,Housing Allowance
3418,,,,,Housing Allowance
3419,,,,,Housing Allowance
3420,36.0,JCB_S,Jacobs PAA Salary,Drafting,Civil Drafter
3422,35.0,ARC_S,Acradis PAA Salary,Pavements,Pavement engineer
3423,35.0,ARC_S,Acradis PAA Salary,Road Civil,Design Coordinator
3424,35.0,ARC_S,Acradis PAA Salary,Buildings,Graduate Mechanical Engineer
3425,35.0,ARC_S,Acradis PAA Salary,Buildings,Fire Services lead POD 2
3426,35.0,ARC_S,Acradis PAA Salary,Buildings,Electrical Services Lead
3427,36.0,JCB_S,Jacobs PAA Salary,Tunnels,Technical Direction and Review
3428,36.0,JCB_S,Jacobs PAA Salary,Road Civil,Geometric Design Reviewer
3429,36.0,JCB_S,Jacobs PAA Salary,Project Management,HSE Manager
3430,36.0,JCB_S,Jacobs PAA Salary,Digital Engineering,BIM Lead â€“ Miscellaneous Structures
3431,36.0,JCB_S,Jacobs PAA Salary,,
3432,36.0,JCB_S,Jacobs PAA Salary,,
3433,36.0,JCB_S,Jacobs PAA Salary,,
3434,36.0,JCB_S,Jacobs PAA Salary,,
3435,36.0,JCB_S,Jacobs PAA Salary,,
3436,36.0,JCB_S,Jacobs PAA Salary,,
3437,36.0,JCB_S,Jacobs PAA Salary,,
3438,36.0,JCB_S,Jacobs PAA Salary,,
3439,36.0,JCB_S,Jacobs PAA Salary,,
3440,35.0,ARC_S,Acradis PAA Salary,Road Civil,TCS Designer
3441,36.0,JCB_S,Jacobs PAA Salary,Geotechnical,Groundwater modeller
3442,36.0,JCB_S,Jacobs PAA Salary,,
3443,35.0,ARC_S,Acradis PAA Salary,Lighting,Electrical Engineer
3444,35.0,ARC_S,Acradis PAA Salary,Traffic Modelling,Traffic Staging Package Lead
3445,36.0,JCB_S,Jacobs PAA Salary,Pavements,Pavement Engineer
3446,36.0,JCB_S,Jacobs PAA Salary,ITS (Surface),ITS and TCS IV
3447,36.0,JCB_S,Jacobs PAA Salary,Geotechnical,Geotechnical Engineer
3448,36.0,JCB_S,Jacobs PAA Salary,,
3449,36.0,JCB_S,Jacobs PAA Salary,Road Civil,TCS Designer
3450,35.0,ARC_S,Acradis PAA Salary,Drainage,Drainage Delivery Manager
3451,35.0,ARC_S,Acradis PAA Salary,Digital Engineering,Research team
3452,36.0,JCB_S,Jacobs PAA Salary,,
3453,36.0,JCB_S,Jacobs PAA Salary,,
3454,36.0,JCB_S,Jacobs PAA Salary,,
3455,36.0,JCB_S,Jacobs PAA Salary,,
3456,38.0,ARC_G,Arcadis GEC,,
3457,38.0,ARC_G,Arcadis GEC,,Hydraulics Engineer
3458,36.0,JCB_S,Jacobs PAA Salary,,
3459,38.0,ARC_G,Arcadis GEC,,
3460,36.0,JCB_S,Jacobs PAA Salary,,
3461,36.0,JCB_S,Jacobs PAA Salary,,
3462,36.0,JCB_S,Jacobs PAA Salary,,
3463,36.0,JCB_S,Jacobs PAA Salary,,
3464,38.0,ARC_G,Arcadis GEC,,
3465,36.0,JCB_S,Jacobs PAA Salary,Buildings,Mechanical Discipline Lead
3466,36.0,JCB_S,Jacobs PAA Salary,Digital Engineering,Senior Security Consultant
3467,36.0,JCB_S,Jacobs PAA Salary,Building Services,ELECTRICAL ENGINEER
3468,36.0,JCB_S,Jacobs PAA Salary,Building Services,Fire Protection Engineer
3469,36.0,JCB_S,Jacobs PAA Salary,Building Services,
3470,35.0,ARC_S,Acradis PAA Salary,Lighting,Electrical Engineer
3471,,,,,
3472,36.0,JCB_S,Jacobs PAA Salary,Utilities,Mechanical HVAC Designer/ MEPF BIM Modeler
3473,36.0,JCB_S,Jacobs PAA Salary,ITS (Surface),Surface ITS Engineer
3474,38.0,ARC_G,Arcadis GEC,Buildings,BIM Coordinator
3475,38.0,ARC_G,Arcadis GEC,Buildings,Senior Engineer
3476,38.0,ARC_G,Arcadis GEC,Buildings,Electrical Engineer
3477,38.0,ARC_G,Arcadis GEC,Buildings,Hydraulics
3478,38.0,ARC_G,Arcadis GEC,Buildings,Senior BIM Modeller
3479,38.0,ARC_G,Arcadis GEC,Drafting,Cad Technician
3480,38.0,ARC_G,Arcadis GEC,Drafting,CAD Technician
3481,35.0,ARC_S,Acradis PAA Salary,Drafting,SENIOR CIVIL CAD DRAFTER
3482,35.0,ARC_S,Acradis PAA Salary,Project Management,Document Control/Project Admin
3483,35.0,ARC_S,Acradis PAA Salary,Drainage,Flood Modeller
3484,38.0,ARC_G,Arcadis GEC,Tunnels,Structural Engineer
3485,36.0,JCB_S,Jacobs PAA Salary,Drafting,ITS Drafter
3486,36.0,JCB_S,Jacobs PAA Salary,Structures,Senior Bridge Modeller
3487,36.0,JCB_S,Jacobs PAA Salary,,
3488,36.0,JCB_S,Jacobs PAA Salary,Drafting,Pavement Drafting
3489,36.0,JCB_S,Jacobs PAA Salary,Environment,Technical Director - Contaminated Land
3491,35.0,ARC_S,Acradis PAA Salary,,Director
3492,38.0,ARC_G,Arcadis GEC,Road Design,Civil Engineer
3493,35.0,ARC_S,Acradis PAA Salary,Air Quality,Geospatial Consultant
3494,38.0,ARC_G,Arcadis GEC,Air Quality,Senior GIS Consultant
3495,35.0,ARC_S,Acradis PAA Salary,Air Quality,GIS Lead
3496,35.0,ARC_S,Acradis PAA Salary,Tunnels,Design Package Lead - Shaft
3497,36.0,JCB_S,Jacobs PAA Salary,Road Civil,Furniture Design Engineer
3498,36.0,JCB_S,Jacobs PAA Salary,Geotechnical,Geotechnical Reviewer
3499,36.0,JCB_S,Jacobs PAA Salary,Building Services,Senior CEC Security Consultant
3500,38.0,ARC_G,Arcadis GEC,Drafting,Drafter
3501,38.0,ARC_G,Arcadis GEC,Drafting,Drafter
3502,38.0,ARC_G,Arcadis GEC,Drafting,CAD Technician
3503,38.0,ARC_G,Arcadis GEC,Buildings,Electrical Engineer
3504,38.0,ARC_G,Arcadis GEC,Drafting,CAD Technician
3505,36.0,JCB_S,Jacobs PAA Salary,Project Management,Cost Controller 
3506,36.0,JCB_S,Jacobs PAA Salary,Geotechnical,Geotechnical Engineer
3507,35.0,ARC_S,Acradis PAA Salary,Structures,Lead Modeller
3508,35.0,ARC_S,Acradis PAA Salary,Drafting,Draftsperson
3509,35.0,ARC_S,Acradis PAA Salary,Traffic Modelling,Temporary work modelling
3510,35.0,ARC_S,Acradis PAA Salary,Digital Engineering,BIM Lead SME
3511,38.0,ARC_G,Arcadis GEC,Structures,Design Engineer
3512,35.0,ARC_S,Acradis PAA Salary,Structures,Structural engineer
3513,36.0,JCB_S,Jacobs PAA Salary,Project Management,Indigenous Design Lead
3514,36.0,JCB_S,Jacobs PAA Salary,,
3515,37.0,ARC-C,Arcadis Contractor,,
3516,36.0,JCB_S,Jacobs PAA Salary,Geotechnical,Geotechnical Consultant
3517,35.0,ARC_S,Acradis PAA Salary,Lighting,Lighting Engineer
3518,35.0,ARC_S,Acradis PAA Salary,Environment,Environmental Consultant
3519,38.0,ARC_G,Arcadis GEC,Drafting,Drafter
3520,35.0,ARC_S,Acradis PAA Salary,Structures,Structural Modeller/ Drafter
3521,36.0,JCB_S,Jacobs PAA Salary,Drafting,Senior Drafting & CADD Lead
3522,36.0,JCB_S,Jacobs PAA Salary,Drainage,Sub-Consultant 
3523,36.0,JCB_S,Jacobs PAA Salary,Drainage, Hydrogeologist
3524,36.0,JCB_S,Jacobs PAA Salary,,
3525,36.0,JCB_S,Jacobs PAA Salary,,
3526,36.0,JCB_S,Jacobs PAA Salary,,
3527,,,,,
3529,,,,,
3530,35.0,ARC_S,Acradis PAA Salary,Structures,Checker/IV
3531,,,,,
3532,,,,,
3533,35.0,ARC_S,Acradis PAA Salary,Drafting,Drafter/ Modeller
3534,35.0,ARC_S,Acradis PAA Salary,Structures,Senior Structural Technician
3535,35.0,ARC_S,Acradis PAA Salary,Road Design,Roads and Civil Engineer
3536,35.0,ARC_S,Acradis PAA Salary,Drafting,Civil CAD Manager
3537,35.0,ARC_S,Acradis PAA Salary,Drafting,Civil ITS drafter
3538,36.0,JCB_S,Jacobs PAA Salary,Tunnels,Modeler
3539,36.0,JCB_S,Jacobs PAA Salary,Tunnels,Design Delivery Assistant and Tunnels Engineer res
3540,36.0,JCB_S,Jacobs PAA Salary,Geotechnical,Senior Associate Engineering Geologist
3541,35.0,ARC_S,Acradis PAA Salary,Structures,Internal Lead Verifier (Structures)
3542,36.0,JCB_S,Jacobs PAA Salary,Cut &amp; Covers,Cadet Civil Design Technician
3543,36.0,JCB_S,Jacobs PAA Salary,Digital Engineering,Graduate of Architecture -Parametric Design Leader
3544,36.0,JCB_S,Jacobs PAA Salary,Utilities,Associate Civil Engineer
3545,38.0,ARC_G,Arcadis GEC,Drainage,BIM Modeller
3546,35.0,ARC_S,Acradis PAA Salary,Digital Engineering,Digital Engineer
3547,35.0,ARC_S,Acradis PAA Salary,Digital Engineering,Digital Engineer
3548,38.0,ARC_G,Arcadis GEC,Road Design,Road Designer
3549,38.0,ARC_G,Arcadis GEC,Drainage,Drainage BIM Support
3550,38.0,ARC_G,Arcadis GEC,Structures,Civil Structures Engineer
3552,35.0,ARC_S,Acradis PAA Salary,Road Design,Road Designer
3553,35.0,ARC_S,Acradis PAA Salary,Utilities,Utilities
3554,,,,,WHS Manager â€“ AU
3555,36.0,JCB_S,Jacobs PAA Salary,Structures,Senior Assistant Bridge Engineer 
3556,36.0,JCB_S,Jacobs PAA Salary,Structures,Structural Engineering
3557,36.0,JCB_S,Jacobs PAA Salary,,Senior CAD Technician - Rail
3558,36.0,JCB_S,Jacobs PAA Salary,,
3559,36.0,JCB_S,Jacobs PAA Salary,Structures,Revit modeler
3560,36.0,JCB_S,Jacobs PAA Salary,Structures,BIM MODLER
3561,36.0,JCB_S,Jacobs PAA Salary,Structures,Strucure Engineer
3562,36.0,JCB_S,Jacobs PAA Salary,Structures,Revit Modeler
3563,38.0,ARC_G,Arcadis GEC,,
3564,38.0,ARC_G,Arcadis GEC,,
3565,36.0,JCB_S,Jacobs PAA Salary,Building Structures,Principal Structural Engineer
3566,36.0,JCB_S,Jacobs PAA Salary,Building Structures,Principal Structural Engineer - Buildings
3567,36.0,JCB_S,Jacobs PAA Salary,Contamination, Hydrogeologist
3568,36.0,JCB_S,Jacobs PAA Salary,,Housing Allowance
3569,35.0,ARC_S,Acradis PAA Salary,Road Civil,Civil Engineer
3570,36.0,JCB_S,Jacobs PAA Salary,Digital Engineering,SME
3571,36.0,JCB_S,Jacobs PAA Salary,,
3572,35.0,ARC_S,Acradis PAA Salary,Structures,Graduate Structural Engineer
3573,36.0,JCB_S,Jacobs PAA Salary,Road Civil,Principal Civil Engineer
3574,36.0,JCB_S,Jacobs PAA Salary,Digital Engineering,SME
3575,38.0,ARC_G,Arcadis GEC,Structures,Engineer
3576,36.0,JCB_S,Jacobs PAA Salary,Lighting,Lighting and Electrical Engineer (Surface)
3577,36.0,JCB_S,Jacobs PAA Salary,Utilities,Designer
3578,36.0,JCB_S,Jacobs PAA Salary,Digital Engineering,SME
3579,35.0,ARC_S,Acradis PAA Salary,Drafting,Drafter
3580,35.0,ARC_S,Acradis PAA Salary,Road Civil,Signs and Lines Design Coordinator
3581,35.0,ARC_S,Acradis PAA Salary,Drainage,Drainage engineer
3582,35.0,ARC_S,Acradis PAA Salary,Structures,Internal Verification / Checker
3583,35.0,ARC_S,Acradis PAA Salary,Building Structures,STNP Building Structrues
3584,38.0,ARC_G,Arcadis GEC,Drafting,Senior Bim Modeller
3585,35.0,ARC_S,Acradis PAA Salary,Project Management,Planning Manager
3586,35.0,ARC_S,Acradis PAA Salary,Drafting,Civil Drafter
3587,38.0,ARC_G,Arcadis GEC,Geotechnical,Geotechnical Engineer
3588,36.0,JCB_S,Jacobs PAA Salary,Road Civil,Senior Civil Engineer
3589,36.0,JCB_S,Jacobs PAA Salary,Structures,Design Engineer
3590,36.0,JCB_S,Jacobs PAA Salary,Structures,Engineer
3591,36.0,JCB_S,Jacobs PAA Salary,Structures,Lead Revit modeler and Technician
3592,36.0,JCB_S,Jacobs PAA Salary,Building Structures,BIM Modeller
3593,36.0,JCB_S,Jacobs PAA Salary,Building Structures,Structural Engineer
3594,36.0,JCB_S,Jacobs PAA Salary,Tunnels,Verifier
3595,,,,Geotechnical,Geotechnical Engineer
3596,36.0,JCB_S,Jacobs PAA Salary,Tunnels,Structural Engineer
3597,,,,Building Structures,BIM Modeller
3598,36.0,JCB_S,Jacobs PAA Salary,Building Structures,Structural Engineer
3599,,,,Drafting,BIM Modeller
3600,,,,Pavements,Pavement Engineer/ Drafter
3601,,,,Structures,Engineer
3602,,,,Pavements,Pavement Engineer/Drafter
3603,36.0,JCB_S,Jacobs PAA Salary,Drafting,ITS Drafter
3604,36.0,JCB_S,Jacobs PAA Salary,Structures,BIM Modeler /  Drafter
3605,36.0,JCB_S,Jacobs PAA Salary,Road Civil,Civil Engineer
3606,,,,Building Structures,Buildings Structure Engineer
3607,36.0,JCB_S,Jacobs PAA Salary,Structures,Bridge-Technician
3608,38.0,ARC_G,Arcadis GEC,Drafting,BIM Coordinator
3609,35.0,ARC_S,Acradis PAA Salary,Project Management,Projcect Manager GEC
3610,38.0,ARC_G,Arcadis GEC,In-tunnel Structures,Package Lead
3611,35.0,ARC_S,Acradis PAA Salary,Structures,Senior Structural Engineer
3612,35.0,ARC_S,Acradis PAA Salary,Drainage,Drainage Engineer
3613,,,,Drafting,Civil CAD Drafter
3614,35.0,ARC_S,Acradis PAA Salary,Structures,Principal Engineer
3615,35.0,ARC_S,Acradis PAA Salary,Structures,Engineer
3616,35.0,ARC_S,Acradis PAA Salary,Drafting,Structural Modeller
3617,35.0,ARC_S,Acradis PAA Salary,Drafting,Structural Drafter
3618,35.0,ARC_S,Acradis PAA Salary,Drafting,Senior Modeller
3619,35.0,ARC_S,Acradis PAA Salary,Structures,Engineer
3620,35.0,ARC_S,Acradis PAA Salary,Drafting,Structural Drafter
3621,36.0,JCB_S,Jacobs PAA Salary,Structures,BIM MODELER
3622,36.0,JCB_S,Jacobs PAA Salary,Geotechnical,Geotechnical Reviewer
3623,36.0,JCB_S,Jacobs PAA Salary,Tunnels,Senior Engineer
3624,36.0,JCB_S,Jacobs PAA Salary,Design Management,Designer
3625,35.0,ARC_S,Acradis PAA Salary,Project Management,Projectwide Design Manager
3626,,,,Drafting,Cad Technician - Civil
3627,,,,Structures,Structural Engineer
3628,35.0,ARC_S,Acradis PAA Salary,Project Management,QS
3629,,,,Drafting,Cad Technician
3630,35.0,ARC_S,Acradis PAA Salary,Utilities,Designer
3631,35.0,ARC_S,Acradis PAA Salary,Geotechnical,Geotechnical Reviewer
3632,36.0,JCB_S,Jacobs PAA Salary,Structures,Engineer/checker
3633,35.0,ARC_S,Acradis PAA Salary,Lighting,Lighting engineer
3634,35.0,ARC_S,Acradis PAA Salary,Project Management,Senior Cost Manager
3635,,,,Drafting,BIM Modeler
3636,38.0,ARC_G,Arcadis GEC,Drafting,BIM Modeler
3637,38.0,ARC_G,Arcadis GEC,Drafting,BIM Modeller
3638,36.0,JCB_S,Jacobs PAA Salary,Building Structures,Structural Modeller
3639,36.0,JCB_S,Jacobs PAA Salary,Project Management,Project Controls
3640,35.0,ARC_S,Acradis PAA Salary,Project Management,Cost Manager - Quantification
3641,35.0,ARC_S,Acradis PAA Salary,Project Management,Assistant Cost Manager
3642,35.0,ARC_S,Acradis PAA Salary,Project Management,Cost Manager
3643,35.0,ARC_S,Acradis PAA Salary,,
3644,35.0,ARC_S,Acradis PAA Salary,,
3645,35.0,ARC_S,Acradis PAA Salary,Project Management,Document Controller
3646,36.0,JCB_S,Jacobs PAA Salary,Digital Engineering,Digital Engineering Manager
3647,,,,Digital Engineering,Power BI Support
3648,35.0,ARC_S,Acradis PAA Salary,Structures,Principal Technician
3649,36.0,JCB_S,Jacobs PAA Salary,Structures,
3650,35.0,ARC_S,Acradis PAA Salary,ITS (Surface),Senior Engineer
3651,36.0,JCB_S,Jacobs PAA Salary,Design Management,Landscape Architecture Independent Verifier
3652,36.0,JCB_S,Jacobs PAA Salary,Drafting,Drafter
3653,,,,Structures,DRAFTER / BIM MODELLER
3654,,,,Digital Engineering,Data Engineer
3655,17.0,P23,Experienced drafter/modeller,,TBC - Lighting Modeler (P23)
3656,11.0,P8a,Engineer 2,,Lighting Designer (P8a)
3657,,,,Drafting,Senior BIM Modeler
3659,,,,Utilities,Utilities Designer
3660,35.0,ARC_S,Acradis PAA Salary,Environment,Environmental Consultant
3661,35.0,ARC_S,Acradis PAA Salary,Project Management,Associate Director - Cost & Commercial Management
3662,,,,Drainage,Drainage Engineer (Digital Engineering Support)
3663,36.0,JCB_S,Jacobs PAA Salary,Building Services,Revit modeller 
3664,36.0,JCB_S,Jacobs PAA Salary,Project Management,Operations Coordinator
3665,35.0,ARC_S,Acradis PAA Salary,Structures,CPS (Technical Director)
3666,35.0,ARC_S,Acradis PAA Salary,Design Management,Design Management
3667,36.0,JCB_S,Jacobs PAA Salary,Structures,modeler/drafter
3668,36.0,JCB_S,Jacobs PAA Salary,Project Management,Commercial & Project Management
3669,36.0,JCB_S,Jacobs PAA Salary,Tunnels,Tunnel Engineer
3670,,,,,Housing Allowance
3671,36.0,JCB_S,Jacobs PAA Salary,Sustainability,Environmental management - Contamination
3672,36.0,JCB_S,Jacobs PAA Salary,Drafting,Revit Modeller / Drafting
3673,36.0,JCB_S,Jacobs PAA Salary,Traffic Modelling,Engineer - Temporary Traffic Management 
3674,35.0,ARC_S,Acradis PAA Salary,Environment,Environmental Scientist
3675,35.0,ARC_S,Acradis PAA Salary,Project Management,Commercial Advisor
3676,36.0,JCB_S,Jacobs PAA Salary,Road Civil,Civil Engineer - SIgns and Pavement Marking
3677,36.0,JCB_S,Jacobs PAA Salary,Geotechnical,Geotechnical Engineer
3678,36.0,JCB_S,Jacobs PAA Salary,Environment,Senior Associate Climate Response
3679,36.0,JCB_S,Jacobs PAA Salary,Geotechnical,Verifier (Contaminated Land)
3680,,,,Digital Engineering,Lead Cad Technician
3681,,,,Structures,Revit Modeler and Drafter
3682,36.0,JCB_S,Jacobs PAA Salary,Air Quality,Process Engineer - Air Quality
3683,36.0,JCB_S,Jacobs PAA Salary,Geotechnical,Geotechnical Numerical Modelling Advisor
3684,35.0,ARC_S,Acradis PAA Salary,Geotechnical,Geotechnical Engineer
3685,36.0,JCB_S,Jacobs PAA Salary,Building Services,Mechanical Verifier
3686,35.0,ARC_S,Acradis PAA Salary,Geotechnical,Technical Review
3687,36.0,JCB_S,Jacobs PAA Salary,Tunnels,Geotechnical Engineer 
3688,,,,Structures,Revit Modeler
3689,36.0,JCB_S,Jacobs PAA Salary,Structures,Senior Bridge Drafter
3690,,,,Road Civil,Civil Engineer
3691,,,,Building Services,BIM Modeler
3692,35.0,ARC_S,Acradis PAA Salary,Utilities,Civil Designer
3693,35.0,ARC_S,Acradis PAA Salary,Lighting,Street and Feature Lighting
3694,35.0,ARC_S,Acradis PAA Salary,Drafting,CAD
3695,35.0,ARC_S,Acradis PAA Salary,Drafting,Principle BIM Modeller
3696,,,,Drafting,Modeler/Drafter
3697,35.0,ARC_S,Acradis PAA Salary,Drafting,Drafting/Modelling
3698,,,,Road Civil,Civil Engineer
3699,,,,,
3700,36.0,JCB_S,Jacobs PAA Salary,Building Structures,Graduate Architect
3701,36.0,JCB_S,Jacobs PAA Salary,In-tunnel Structures,Structural engineer
3702,35.0,ARC_S,Acradis PAA Salary,,
3703,36.0,JCB_S,Jacobs PAA Salary,CNOP,Climate change technical reviewer
3704,36.0,JCB_S,Jacobs PAA Salary,Geotechnical,Groundwater support
3705,,,,Tunnels,Tunnel Engineer
3706,,,,Project Management,Admin
3707,,,,Drafting,Civil Drafter
3708,35.0,ARC_S,Acradis PAA Salary,Project Management,Travel Coordinator
3709,35.0,ARC_S,Acradis PAA Salary,Lighting,Senior Lighting Engineer
3710,35.0,ARC_S,Acradis PAA Salary,Tunnels,Verifier
3711,,,,Road Civil,Reviewer
3712,,,,Digital Engineering,BIM Lead - Below Ground
3713,36.0,JCB_S,Jacobs PAA Salary,Geotechnical,Risk Assesor
3714,36.0,JCB_S,Jacobs PAA Salary,Drainage,Engineer
3715,,,,Geotechnical,Human Health and Ecological Risk Assessment Suppor
3716,,,,Structures,Bridge Engineer
3717,,,,Digital Engineering,Geospatial Consultant
3718,,,,Geotechnical,Human health risk assessor
3719,,,,Drainage,Drainage Package Lead Support
3720,,,,Project Management,CPS Project Manager
3721,,,,Project Management,Project Resourcing
3722,,,,,
3723,,,,Structures,Principal Structural Designer
3724,,,,Structures,Civil Structures Engineer
3725,,,,Project Management,Senior Document Controller
3726,36.0,JCB_S,Jacobs PAA Salary,Drafting,Senior Bridge Drafter
3727,,,,Geotechnical,Independent Verification Checker
3728,,,,Drafting,CAD Technician
3729,,,,Geotechnical,Geotechnical Engineer
3730,,,,Project Management,Safety in Design
3731,,,,Geotechnical,Geotechnical
3732,,,,Digital Engineering,BIM Modeler
3733,,,,Cut &amp; Covers,Cut and Cover Fit Out Engineer 
3734,,,,In-tunnel Structures,Architect
